Path,Server,Location,Branch,SubBranch,ControlProgram,Point,Zone,BacnetAddress,BacnetDevId,BacnetObjectType,PointType,ComponentId,PathMappingsId,Point ALC
#sav-1b15-c/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 East SAV-1B15-C,Htg Stpt,1_2,20613:48,8,BAV,3,15,68,
#sav-1b15-c/m277,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 East SAV-1B15-C,GEX Dmpr Pos,1_2,20613:48,3,BAV,3,15,56,
#sav-1b15-c/m285,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 East SAV-1B15-C,Cool Requests,1_2,20613:48,4,BAV,3,15,57,
#sav-1b15-c/m288,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 East SAV-1B15-C,Heat Requests,1_2,20613:48,7,BAV,3,15,58,
#sav-1b15-c/m310,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 East SAV-1B15-C,SAV Dmpr Pos,1_2,20613:48,20,BAV,3,15,59,
#sav-1b15-c/m318,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 East SAV-1B15-C,Exhaust Flow,1_2,20613:48,23,BAV,3,15,60,
#sav-1b15-c/m320,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 East SAV-1B15-C,Supply Flow,1_2,20613:48,24,BAV,3,15,61,
#sav-1b15-c/m322,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 East SAV-1B15-C,Flow Difference,1_2,20613:48,25,BAV,3,15,62,
#sav-1b15-c/m328,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Wet Lab 130 East SAV-1B15-C,Exhaust Flow Stpt,1_2,20613:48,28,BAV,3,15,63,
#sav-1b16-c/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Electronics 155 SAV-1B16-C,Clg%,1_2,20613:49,2,BAV,3,16,65,
#sav-1b16-c/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Electronics 155 SAV-1B16-C,Clg Stpt,1_2,20613:49,5,BAV,3,16,67,
#sav-1b16-c/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Electronics 155 SAV-1B16-C,Htg%,1_2,20613:49,9,BAV,3,16,66,
#sav-1b16-c/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Electronics 155 SAV-1B16-C,Htg Stpt,1_2,20613:49,8,BAV,3,16,68,
#sav-1b16-c/m277,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Electronics 155 SAV-1B16-C,GEX Dmpr Pos,1_2,20613:49,3,BAV,3,16,56,
#sav-1b16-c/m285,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Electronics 155 SAV-1B16-C,Cool Requests,1_2,20613:49,4,BAV,3,16,57,
#sav-1b16-c/m288,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Electronics 155 SAV-1B16-C,Heat Requests,1_2,20613:49,7,BAV,3,16,58,
#sav-1b16-c/m310,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Electronics 155 SAV-1B16-C,SAV Dmpr Pos,1_2,20613:49,20,BAV,3,16,59,
#sav-1b16-c/m318,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Electronics 155 SAV-1B16-C,Exhaust Flow,1_2,20613:49,23,BAV,3,16,60,
#sav-1b16-c/m320,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Electronics 155 SAV-1B16-C,Supply Flow,1_2,20613:49,24,BAV,3,16,61,
#sav-1b16-c/m322,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Electronics 155 SAV-1B16-C,Flow Difference,1_2,20613:49,25,BAV,3,16,62,
#sav-1b16-c/m328,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Electronics 155 SAV-1B16-C,Exhaust Flow Stpt,1_2,20613:49,28,BAV,3,16,63,
#sav-1b17-a/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Tech Office 135 SAV-1B17-CA,Clg%,1_2,20613:50,2,BAV,3,17,65,
#sav-1b17-a/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Tech Office 135 SAV-1B17-CA,Clg Stpt,1_2,20613:50,5,BAV,3,17,67,
#sav-1b17-a/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Tech Office 135 SAV-1B17-CA,Htg%,1_2,20613:50,9,BAV,3,17,66,
#sav-1b17-a/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Tech Office 135 SAV-1B17-CA,Htg Stpt,1_2,20613:50,8,BAV,3,17,68,
#sav-1b17-a/m277,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Tech Office 135 SAV-1B17-CA,GEX Dmpr Pos,1_2,20613:50,3,BAV,3,17,56,
#sav-1b17-a/m285,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Tech Office 135 SAV-1B17-CA,Cool Requests,1_2,20613:50,4,BAV,3,17,57,
#sav-1b17-a/m288,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Tech Office 135 SAV-1B17-CA,Heat Requests,1_2,20613:50,7,BAV,3,17,58,
#sav-1b17-a/m310,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Tech Office 135 SAV-1B17-CA,SAV Dmpr Pos,1_2,20613:50,20,BAV,3,17,59,
#sav-1b17-a/m318,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Tech Office 135 SAV-1B17-CA,Exhaust Flow,1_2,20613:50,23,BAV,3,17,60,
#sav-1b17-a/m320,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Tech Office 135 SAV-1B17-CA,Supply Flow,1_2,20613:50,24,BAV,3,17,61,
#sav-1b17-a/m322,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Tech Office 135 SAV-1B17-CA,Flow Difference,1_2,20613:50,25,BAV,3,17,62,
#sav-1b17-a/m328,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Tech Office 135 SAV-1B17-CA,Exhaust Flow Stpt,1_2,20613:50,28,BAV,3,17,63,
#sav-1b9-c/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 West SAV-1B9-C,Clg%,1_2,20613:42,2,BAV,3,18,65,
#sav-1b9-c/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 West SAV-1B9-C,Clg Stpt,1_2,20613:42,5,BAV,3,18,67,
#sav-1b9-c/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 West SAV-1B9-C,Htg%,1_2,20613:42,9,BAV,3,18,66,
#sav-1b9-c/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 West SAV-1B9-C,Htg Stpt,1_2,20613:42,8,BAV,3,18,68,
#sav-1b9-c/m277,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 West SAV-1B9-C,GEX Dmpr Pos,1_2,20613:42,3,BAV,3,18,56,
#sav-1b9-c/m285,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 West SAV-1B9-C,Cool Requests,1_2,20613:42,4,BAV,3,18,57,
#sav-1b9-c/m288,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 West SAV-1B9-C,Heat Requests,1_2,20613:42,7,BAV,3,18,58,
#sav-1b9-c/m310,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 West SAV-1B9-C,SAV Dmpr Pos,1_2,20613:42,20,BAV,3,18,59,
#sav-1b9-c/m318,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 West SAV-1B9-C,Exhaust Flow,1_2,20613:42,23,BAV,3,18,60,
#sav-1b9-c/m320,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 West SAV-1B9-C,Supply Flow,1_2,20613:42,24,BAV,3,18,61,
#sav-1b9-c/m322,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 West SAV-1B9-C,Flow Difference,1_2,20613:42,25,BAV,3,18,62,
#sav-1b9-c/m328,10.20.0.47,Science & Engineering 2: 0206,First Floor,Long Bar,Learning 165 West SAV-1B9-C,Exhaust Flow Stpt,1_2,20613:42,28,BAV,3,18,63,
#sav-2a1-c/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Breakout 290 SAV-2A1-C,Clg%,1_2,20618:1,2,BAV,3,19,65,
#sav-2a1-c/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Breakout 290 SAV-2A1-C,Clg Stpt,1_2,20618:1,5,BAV,3,19,67,
#sav-2a1-c/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Breakout 290 SAV-2A1-C,Htg%,1_2,20618:1,9,BAV,3,19,66,
#sav-2a1-c/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Breakout 290 SAV-2A1-C,Htg Stpt,1_2,20618:1,8,BAV,3,19,68,
#sav-2a1-c/m277,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Breakout 290 SAV-2A1-C,GEX Dmpr Pos,1_2,20618:1,3,BAV,3,19,56,
#sav-2a1-c/m285,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Breakout 290 SAV-2A1-C,Cool Requests,1_2,20618:1,4,BAV,3,19,57,
#sav-2a1-c/m288,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Breakout 290 SAV-2A1-C,Heat Requests,1_2,20618:1,7,BAV,3,19,58,
#sav-2a1-c/m310,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Breakout 290 SAV-2A1-C,SAV Dmpr Pos,1_2,20618:1,20,BAV,3,19,59,
#sav-2a1-c/m318,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Breakout 290 SAV-2A1-C,Exhaust Flow,1_2,20618:1,23,BAV,3,19,60,
#sav-2a1-c/m320,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Breakout 290 SAV-2A1-C,Supply Flow,1_2,20618:1,24,BAV,3,19,61,
#sav-2a1-c/m322,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Breakout 290 SAV-2A1-C,Flow Difference,1_2,20618:1,25,BAV,3,19,62,
#sav-2a1-c/m328,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Breakout 290 SAV-2A1-C,Exhaust Flow Stpt,1_2,20618:1,28,BAV,3,19,63,
#sav-2a10-c/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 230 SAV-2A10-C,Clg%,1_2,20618:10,2,BAV,3,20,65,
#sav-2a10-c/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 230 SAV-2A10-C,Clg Stpt,1_2,20618:10,5,BAV,3,20,67,
#sav-2a10-c/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 230 SAV-2A10-C,Htg%,1_2,20618:10,9,BAV,3,20,66,
#sav-2a10-c/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 230 SAV-2A10-C,Htg Stpt,1_2,20618:10,8,BAV,3,20,68,
#sav-2a10-c/m277,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 230 SAV-2A10-C,GEX Dmpr Pos,1_2,20618:10,3,BAV,3,20,56,
#sav-2a10-c/m285,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 230 SAV-2A10-C,Cool Requests,1_2,20618:10,4,BAV,3,20,57,
#sav-2a10-c/m288,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 230 SAV-2A10-C,Heat Requests,1_2,20618:10,7,BAV,3,20,58,
#sav-2a10-c/m310,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 230 SAV-2A10-C,SAV Dmpr Pos,1_2,20618:10,20,BAV,3,20,59,
#sav-2a10-c/m318,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 230 SAV-2A10-C,Exhaust Flow,1_2,20618:10,23,BAV,3,20,60,
#sav-2a10-c/m320,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 230 SAV-2A10-C,Supply Flow,1_2,20618:10,24,BAV,3,20,61,
#sav-2a10-c/m322,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 230 SAV-2A10-C,Flow Difference,1_2,20618:10,25,BAV,3,20,62,
#sav-2a10-c/m328,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 230 SAV-2A10-C,Exhaust Flow Stpt,1_2,20618:10,28,BAV,3,20,63,
#sav-2a11-a/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 2C9 SAV-2A11-A,Clg%,1_2,20618:11,2,BAV,3,21,65,
#sav-2a11-a/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 2C9 SAV-2A11-A,Clg Stpt,1_2,20618:11,5,BAV,3,21,67,
#sav-2a11-a/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 2C9 SAV-2A11-A,Htg%,1_2,20618:11,9,BAV,3,21,66,
#sav-2a11-a/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 2C9 SAV-2A11-A,Htg Stpt,1_2,20618:11,8,BAV,3,21,68,
#sav-2a11-a/m277,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 2C9 SAV-2A11-A,GEX Dmpr Pos,1_2,20618:11,3,BAV,3,21,56,
#sav-2a11-a/m285,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 2C9 SAV-2A11-A,Cool Requests,1_2,20618:11,4,BAV,3,21,57,
#sav-2a11-a/m288,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 2C9 SAV-2A11-A,Heat Requests,1_2,20618:11,7,BAV,3,21,58,
#sav-2a11-a/m310,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 2C9 SAV-2A11-A,SAV Dmpr Pos,1_2,20618:11,20,BAV,3,21,59,
#sav-2a11-a/m318,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 2C9 SAV-2A11-A,Exhaust Flow,1_2,20618:11,23,BAV,3,21,60,
#sav-2a11-a/m320,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 2C9 SAV-2A11-A,Supply Flow,1_2,20618:11,24,BAV,3,21,61,
#sav-2a11-a/m322,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 2C9 SAV-2A11-A,Flow Difference,1_2,20618:11,25,BAV,3,21,62,
#sav-2a11-a/m328,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Hallway 2C9 SAV-2A11-A,Exhaust Flow Stpt,1_2,20618:11,28,BAV,3,21,63,
#sav-2a12-a/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230S SAV-2A12-A,Clg%,1_2,20618:12,2,BAV,3,22,65,
#sav-2a12-a/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230S SAV-2A12-A,Clg Stpt,1_2,20618:12,5,BAV,3,22,67,
#sav-2a12-a/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230S SAV-2A12-A,Htg%,1_2,20618:12,9,BAV,3,22,66,
#sav-2a12-a/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230S SAV-2A12-A,Htg Stpt,1_2,20618:12,8,BAV,3,22,68,
#sav-2a12-a/m277,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230S SAV-2A12-A,GEX Dmpr Pos,1_2,20618:12,3,BAV,3,22,56,
#sav-2a12-a/m285,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230S SAV-2A12-A,Cool Requests,1_2,20618:12,4,BAV,3,22,57,
#sav-2a12-a/m288,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230S SAV-2A12-A,Heat Requests,1_2,20618:12,7,BAV,3,22,58,
#sav-2a12-a/m310,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230S SAV-2A12-A,SAV Dmpr Pos,1_2,20618:12,20,BAV,3,22,59,
#sav-2a12-a/m318,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230S SAV-2A12-A,Exhaust Flow,1_2,20618:12,23,BAV,3,22,60,
#sav-2a12-a/m320,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230S SAV-2A12-A,Supply Flow,1_2,20618:12,24,BAV,3,22,61,
#sav-2a12-a/m322,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230S SAV-2A12-A,Flow Difference,1_2,20618:12,25,BAV,3,22,62,
#sav-2a12-a/m328,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230S SAV-2A12-A,Exhaust Flow Stpt,1_2,20618:12,28,BAV,3,22,63,
#sav-2a13-b/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230J SAV-2A13-B,Clg%,1_2,20618:13,2,BAV,3,23,65,
#sav-2a13-b/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230J SAV-2A13-B,Clg Stpt,1_2,20618:13,5,BAV,3,23,67,
#sav-2a13-b/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230J SAV-2A13-B,Htg%,1_2,20618:13,9,BAV,3,23,66,
#sav-2a13-b/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230J SAV-2A13-B,Htg Stpt,1_2,20618:13,8,BAV,3,23,68,
#sav-2a13-b/m277,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230J SAV-2A13-B,GEX Dmpr Pos,1_2,20618:13,3,BAV,3,23,56,
#sav-2a13-b/m285,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230J SAV-2A13-B,Cool Requests,1_2,20618:13,4,BAV,3,23,57,
#sav-2a13-b/m288,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230J SAV-2A13-B,Heat Requests,1_2,20618:13,7,BAV,3,23,58,
#sav-2a13-b/m310,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230J SAV-2A13-B,SAV Dmpr Pos,1_2,20618:13,20,BAV,3,23,59,
#sav-2a13-b/m318,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230J SAV-2A13-B,Exhaust Flow,1_2,20618:13,23,BAV,3,23,60,
#sav-2a13-b/m320,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230J SAV-2A13-B,Supply Flow,1_2,20618:13,24,BAV,3,23,61,
#sav-2a13-b/m322,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230J SAV-2A13-B,Flow Difference,1_2,20618:13,25,BAV,3,23,62,
#sav-2a13-b/m328,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230J SAV-2A13-B,Exhaust Flow Stpt,1_2,20618:13,28,BAV,3,23,63,
#sav-2a14-a/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230T SAV-2A14-A,Clg%,1_2,20618:14,2,BAV,3,24,65,
#sav-2a14-a/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230T SAV-2A14-A,Clg Stpt,1_2,20618:14,5,BAV,3,24,67,
#sav-2a14-a/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230T SAV-2A14-A,Htg%,1_2,20618:14,9,BAV,3,24,66,
#sav-2a14-a/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230T SAV-2A14-A,Htg Stpt,1_2,20618:14,8,BAV,3,24,68,
#sav-2a14-a/m277,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230T SAV-2A14-A,GEX Dmpr Pos,1_2,20618:14,3,BAV,3,24,56,
#sav-2a14-a/m285,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230T SAV-2A14-A,Cool Requests,1_2,20618:14,4,BAV,3,24,57,
#sav-2a14-a/m288,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230T SAV-2A14-A,Heat Requests,1_2,20618:14,7,BAV,3,24,58,
#sav-2a14-a/m310,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230T SAV-2A14-A,SAV Dmpr Pos,1_2,20618:14,20,BAV,3,24,59,
#sav-2a14-a/m318,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230T SAV-2A14-A,Exhaust Flow,1_2,20618:14,23,BAV,3,24,60,
#sav-2a14-a/m320,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230T SAV-2A14-A,Supply Flow,1_2,20618:14,24,BAV,3,24,61,
#sav-2a14-a/m322,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230T SAV-2A14-A,Flow Difference,1_2,20618:14,25,BAV,3,24,62,
#sav-2a14-a/m328,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230T SAV-2A14-A,Exhaust Flow Stpt,1_2,20618:14,28,BAV,3,24,63,
#sav-2a15-c/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230H SAV-2A15-C,Clg%,1_2,20618:15,2,BAV,3,25,65,
#sav-2a15-c/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230H SAV-2A15-C,Clg Stpt,1_2,20618:15,5,BAV,3,25,67,
#sav-2a15-c/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230H SAV-2A15-C,Htg%,1_2,20618:15,9,BAV,3,25,66,
#sav-2a15-c/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230H SAV-2A15-C,Htg Stpt,1_2,20618:15,8,BAV,3,25,68,
#sav-2a15-c/m277,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230H SAV-2A15-C,GEX Dmpr Pos,1_2,20618:15,3,BAV,3,25,56,
#sav-2a15-c/m285,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230H SAV-2A15-C,Cool Requests,1_2,20618:15,4,BAV,3,25,57,
#sav-2a15-c/m288,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230H SAV-2A15-C,Heat Requests,1_2,20618:15,7,BAV,3,25,58,
#sav-2a15-c/m310,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230H SAV-2A15-C,SAV Dmpr Pos,1_2,20618:15,20,BAV,3,25,59,
#sav-2a15-c/m318,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230H SAV-2A15-C,Exhaust Flow,1_2,20618:15,23,BAV,3,25,60,
#sav-2a15-c/m320,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230H SAV-2A15-C,Supply Flow,1_2,20618:15,24,BAV,3,25,61,
#sav-2a15-c/m322,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230H SAV-2A15-C,Flow Difference,1_2,20618:15,25,BAV,3,25,62,
#sav-2a15-c/m328,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230H SAV-2A15-C,Exhaust Flow Stpt,1_2,20618:15,28,BAV,3,25,63,
#sav-2a16-b/cl_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230F SAV-2A16-B,Clg%,1_2,20618:16,2,BAV,3,26,65,
#sav-2a16-b/cl_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230F SAV-2A16-B,Clg Stpt,1_2,20618:16,5,BAV,3,26,67,
#sav-2a16-b/ht_pct_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230F SAV-2A16-B,Htg%,1_2,20618:16,9,BAV,3,26,66,
#sav-2a16-b/ht_stpt_tn,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230F SAV-2A16-B,Htg Stpt,1_2,20618:16,8,BAV,3,26,68,
#sav-2a16-b/m277,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230F SAV-2A16-B,GEX Dmpr Pos,1_2,20618:16,3,BAV,3,26,56,
#sav-2a16-b/m285,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230F SAV-2A16-B,Cool Requests,1_2,20618:16,4,BAV,3,26,57,
#sav-2a16-b/m288,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230F SAV-2A16-B,Heat Requests,1_2,20618:16,7,BAV,3,26,58,
#sav-2a16-b/m310,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230F SAV-2A16-B,SAV Dmpr Pos,1_2,20618:16,20,BAV,3,26,59,
#sav-2a16-b/m318,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230F SAV-2A16-B,Exhaust Flow,1_2,20618:16,23,BAV,3,26,60,
#sav-2a16-b/m320,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230F SAV-2A16-B,Supply Flow,1_2,20618:16,24,BAV,3,26,61,
#sav-2a16-b/m322,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230F SAV-2A16-B,Flow Difference,1_2,20618:16,25,BAV,3,26,62,
#sav-2a16-b/m328,10.20.0.47,Science & Engineering 2: 0206,Second Floor,Long Bar,Mech. Engineering 230F SAV-2A16-B,Exhaust Flow Stpt,1_2,20618:16,28,BAV,3,26,63,
